기준년월,HSK품목코드,수출입구분코드,수산물수출입품목명,수출입구분명,당월수출입중량(킬로그램),당월수출입미화금액(달러),당해누계수출입중량(킬로그램),당해누계수출입미화금액(달러)
Jul-23,1504200000,E,어류의 지방과 기름 및 그 분획물[간유(肝油)는 제외한다],수출,0,0,47291,354195
Jul-23,1603003000,E,어류의액스,수출,12528,50205,65230,331050
Jul-23,1603004000,E,어류의즙,수출,7307,13001,64749,126319
Jul-23,1603009000,E,갑각류/연체동물/수생동물의,수출,83717,457704,426962,2141072
Jul-23,1604111000,E,연어(조제/밀폐용기에 넣은 것),수출,25,723,2815,28337
Jul-23,1604119000,E,연어(조제/밀페용기에 넣은 것 이외 기타),수출,440,4968,1266,31844
Jul-23,1604121000,E,청어(밀폐용기에넣은것),수출,0,0,120,2697
Jul-23,1604129000,E,청어(통조림외조제품),수출,1080,14400,4191,52724
Jul-23,1604141011,E,다랭이(기름담금),수출,44662,300979,197403,1432267
Jul-23,1604141012,E,다랭이(보일드),수출,931,23674,1382,26298
Jul-23,1604141019,E,다랭이류(다랭이/ 가다랭이 이외 기타/조제/밀폐용기에 넣은 것),수출,38346,335971,360243,3314270
Jul-23,1604141021,E,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,128221,902313,822446,5345189
Jul-23,1604141029,E,가다랭이(기타),수출,54062,367478,416984,2694649
Jul-23,1604141039,E,버니토우(기타),수출,0,0,301,2722
Jul-23,1604149000,E,다랭이류(조제/밀폐용기에 넣은 것 이외 기타),수출,55,251,4127,44549
Jul-23,1604151000,E,고등어(조제/밀폐용기에 넣은 것),수출,9479,36711,76207,383091
Jul-23,1604159000,E,고등어(조제/밀폐용기에 넣은 것 이외 기타),수출,230,3295,11152,115200
Jul-23,1604161000,E,멸치(조제/밀폐용기에 넣은 것),수출,1267,39181,9130,183449
Jul-23,1604169000,E,전갱이(조제/밀폐용기에 넣은 것 이외 기타),수출,1625,24255,42515,796996
Jul-23,1604171000,E,뱀장어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,120,3270,26019,512368
Jul-23,1604179000,E,뱀장어(조제 또는 저장처리),수출,525,21600,6082,164106
Jul-23,1604191010,E,꽁치(통조림외조제품),수출,14741,86149,151145,746259
Jul-23,1604191090,E,어류조제품(연어/청어/정어리/고등어 등 밀폐용기에넣은것),수출,609,15068,14642,187904
Jul-23,1604199010,E,쥐치포(조제/밀페용기 이외 기타),수출,5782,122474,64015,1132237
Jul-23,1604199090,E,어류조제품(연어/청어/고등어/기타/조제/밀폐용기에 넣은 것),수출,18469,377334,176609,2651203
Jul-23,1604201000,E,생선페이스트,수출,0,0,1600,7933
Jul-23,1604202000,E,생선마리네이드,수출,0,0,2238,21093
Jul-23,1604203000,E,생선소시지,수출,148458,928039,1036044,6268478
Jul-23,1604204010,E,생선묵(게맛),수출,625536,3055255,3964888,19495017
Jul-23,1604204090,E,생선묵(게맛의 것 이외 기타),수출,673033,2205362,4947861,17365852
Jul-23,1604209000,E,어류조제/저장제품(생선 페이스트/마리네이드/소시지/생선묵),수출,138273,987464,1521889,12534309
Jul-23,1604310000,E,캐비아,수출,4,1372,5,1400
Jul-23,1604320000,E,캐비아 대용물,수출,12736,179346,208283,3757325
Jul-23,1605101010,E,게살(밀폐용기에넣은것),수출,4557,64037,23702,235621
Jul-23,1605101091,E,붉은 대게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타),수출,193326,2701002,2170796,31147078
Jul-23,1605101099,E,기타 게살(밀폐용기에 넣은 것/ 훈제한 것 이외 기타),수출,13760,209657,111439,1796671
Jul-23,1605109000,E,게 조제품(게살 이외 기타),수출,36653,302649,204658,2149148
Jul-23,1605211000,E,새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(브레드한 것),수출,7122,56001,41297,412662
Jul-23,1605219000,E,새우류(조제 또는 저장처리)(밀폐용기에 넣지 아니한 것)(기타),수출,3643,29268,42528,293896
Jul-23,1605290000,E,새우류(조제 또는 저장처리),수출,2678,27589,47845,297972
Jul-23,1605301000,E,바다가재(밀폐용기에넣은것),수출,0,0,216,5198
Jul-23,1605309000,E,바다가재(통조림외),수출,0,0,55,1027
Jul-23,1605401000,E,기타갑각류(밀폐용기에넣은것),수출,0,0,28,425
Jul-23,1605409000,E,갑각류 조제품(게/새우/바다가재기타/밀폐용기에넣은것이외기타),수출,18,265,342,5879
Jul-23,1605511000,E,굴(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,61969,625286,1316431,10821001
Jul-23,1605519000,E,굴(조제 또는 저장처리)(기타),수출,63830,974044,513415,8504676
Jul-23,1605520000,E,가리비과의조개(조제/저장/기타/ 밀폐용기에 넣은 것 포함),수출,68,1564,2284,29139
Jul-23,1605531000,E,홍합(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,0,0,8701,94876
Jul-23,1605539000,E,홍합(조제 또는 저장처리)(기타),수출,1700,7480,7574,32333
Jul-23,1605541000,E,갑오징어/ 기타조제저장처리갑오징어(밀폐용기에넣은것 포함/ 밀폐용기이외),수출,280,3299,3003,30278
Jul-23,1605542010,E,오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,191,5661,22430,173083
Jul-23,1605542091,E,조미오징어(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,16651,334851,285412,4556316
Jul-23,1605542099,E,오징어 기타(조제 또는 저장처리),수출,54976,757193,352518,4372811
Jul-23,1605550000,E,문어/ 기타조제저장처리문어(밀폐용기에넣은것 포함/ 밀폐용기이외),수출,1485,21099,65604,583377
Jul-23,1605561010,E,바지락(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,12215,158876,19307,255027
Jul-23,1605561090,E,바지락(조제 또는 저장처리)(기타),수출,0,0,531,3121
Jul-23,1605562010,E,새조개(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,0,0,222,2233
Jul-23,1605562090,E,새조개(조제 또는 저장처리)(기타),수출,1998,25241,15371,470428
Jul-23,1605569010,E,클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,80,1016,5160,64073
Jul-23,1605569090,E,클램/ 새조개 및 피조개 기타(조제 또는 저장처리)(기타),수출,12,255,3090,33897
Jul-23,1605571000,E,전복(밀폐용기에넣은것),수출,6419,193377,28292,859886
Jul-23,1605579000,E,전복(조제 또는 저장처리) 기타,수출,66,1674,6218,170353
Jul-23,1605581000,E,달팽이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,0,0,491,4635
Jul-23,1605591010,E,골뱅이(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,35452,363281,201676,2153072
Jul-23,1605591090,E,골뱅이(조제 또는 저장처리)(기타),수출,463,3759,71065,468283
Jul-23,1605592010,E,소라(밀폐용기에 넣은것),수출,271,4429,283,5394
Jul-23,1605592090,E,소라(조제 또는 저장처리)기타,수출,0,0,415304,1647626
Jul-23,1605599010,E,연체동물 기타(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,74,942,12471,135979
Jul-23,1605599090,E,연체동물 기타(조제 또는 저장처리)(기타),수출,9046,140491,114124,1536856
Jul-23,1605611000,E,해삼(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,200,59485,14777,1147701
Jul-23,1605619000,E,해삼(조제 또는 저장처리)기타,수출,136382,1240679,894783,19475142
Jul-23,1605631000,E,해파리(조제 또는 저장처리)(밀폐용기에 넣은 것),수출,0,0,18,78
Jul-23,1605639000,E,해파리(조제 또는 저장처리)(기타),수출,0,0,3041,14934
Jul-23,1605690000,E,기타조제저장처리수생무척추동물(밀폐용기에넣은것 포함/ 밀폐용기에 넣지 않은 것)-해삼/성게/해파리제외,수출,5980,108398,24583,266826
Jul-23,2008995010,E,김,수출,1428290,38696645,10557420,279328996
Jul-23,2008995090,E,조제한 해조류 김 제외,수출,288158,1743811,1887731,10765637
Jul-23,2102203010,E,클로렐라 효모(둥글넓적한 것),수출,1200,18880,5050,80569
Jul-23,2102203090,E,클로렐라 효모(기타),수출,24900,298088,155672,1842047
Jul-23,2102204010,E,스리루리나 효모(둥글넓적한 것),수출,77,17939,1856,136448
Jul-23,2102204090,E,스리루리나 효모(기타),수출,886,50084,9747,595337
Jul-23,2104102000,E,어류의 수우프/ 브로드와 수우프 브로드 제조용 조제품,수출,19192,199956,162316,1166237
Jul-23,2301201000,E,어류의 분.조분 및 펠리트,수출,207720,285277,947044,1208298
Jul-23,2301209000,E,어류외기타 분.조분 및 펠리트,수출,4550100,4120198,31097135,28514201
Jul-23,2501001010,E,암염(岩鹽),수출,0,0,156,199
Jul-23,2501001020,E,천일염,수출,150961,336098,821233,771292
Jul-23,2501009010,E,식염,수출,801881,658241,4581211,3711709
Jul-23,2501009020,E,순염화나트륨,수출,678,1693,11521,40316
Jul-23,2501009090,E,기타소금/해수,수출,2018467,247615,10857205,2164049
Jul-23,4103901010,E,원피(장어류의 것)(비유연처리의 것),수출,12,2515,12,2515
Jul-23,7101220000,E,양식진주(가공한것),수출,6,2974,31,14358
Jul-23,7116101000,E,천연진주로만든 것,수출,20,16497,24,21914
Jul-23,7116102000,E,양식진주로 만든 것,수출,29,72868,104,128743
Jul-23,9601901090,E,패각(기타),수출,67,40594,2652,591406
Jul-23,9606291000,E,조개껍질로 만든것,수출,2273,104803,5786,401294
Jul-23,106199000,I,기타 포유동물,수입,3507,805893,22092,6813538
Jul-23,106201000,I,뱀,수입,52,16543,201,94453
Jul-23,106202000,I,자라(산동물),수입,2604,26084,22573,241048
Jul-23,106203000,I,거북,수입,136,47261,1606,368419
Jul-23,106209000,I,기타 파충류,수입,126,39332,1204,528749
Jul-23,106903010,I,갯지렁이,수입,40540,500160,254597,3176270
Jul-23,106903020,I,실지렁이,수입,9,47,261,18436
Jul-23,106903090,I,기타,수입,1,5391,843,54489
Jul-23,210999090,I,기타 육·설육,수입,44,209,518,22513
Jul-23,301111000,I,비단잉어(활어)(민물의 것),수입,69,2099,1072,36136
Jul-23,301119000,I,기타(활어)(비단잉어 외  민물의 것),수입,6774,397485,60082,3213063
Jul-23,301190000,I,기타(활어)(민물의 것),수입,2131,55710,19206,524433
Jul-23,301921000,I,실뱀장어(한마리당 0.3그램 이하인 것으로서 양식용으로 한정),수입,443,574078,9375,146561599
Jul-23,301922000,I,새끼뱀장어(한 마리당0.3그램을 초과하고50그램이하인것으로양식용으로한정),수입,678,653070,2412,1365020
Jul-23,301929090,I,뱀장어(앵궐라종),수입,375296,4421603,2490521,29739576
Jul-23,301931000,I,붕어(활어) 카라시우스속,수입,15158,56989,52531,200618
Jul-23,301939000,I,잉어(기타),수입,146637,436480,1141427,3506535
Jul-23,301992000,I,방어(활어),수입,19836,242053,856655,10813736
Jul-23,301994091,I,돔(기타/ 참돔),수입,405055,3287047,3143385,26080062
Jul-23,301994099,I,돔(기타/ 기타),수입,28370,351636,282200,4101232
Jul-23,301995000,I,붕장어(활어),수입,0,0,12,124
Jul-23,301997000,I,먹장어(활어),수입,50166,517752,458828,4737203
Jul-23,301998000,I,넙치(활어),수입,10000,78795,398137,4390764
Jul-23,301999010,I,능성어(활어),수입,1442,24726,39870,735364
Jul-23,301999020,I,복어(활어),수입,15789,304557,127597,2824459
Jul-23,301999051,I,농어(양식용치어),수입,0,0,13441,243533
Jul-23,301999059,I,농어(기타),수입,376121,3090205,1956788,15652110
Jul-23,301999070,I,미꾸라지(활어),수입,729690,2852115,4671886,19574157
Jul-23,301999080,I,메기(활어),수입,48201,197330,406929,1470791
Jul-23,301999095,I,민어(활어),수입,288608,1952955,1798430,11936964
Jul-23,301999099,I,기타어류(활어),수입,126795,1508010,801731,8868005
Jul-23,302110000,I,송어(신선/냉장),수입,0,0,7096,95991
Jul-23,302130000,I,태평양연어(옹코링쿠스-넬카/고르부스카/케타/차비차/키수츠/마소/로드루스),수입,827,17430,7420,150705
Jul-23,302140000,I,대서양 연어(신선 또는 냉장)(살모 살라) 및 다뉴브 연어(후코 후코),수입,1525353,22212014,11766360,178454765
Jul-23,302210000,I,넙치(간장/ 어란제외/신선/ 냉장/피레트/ 어육제외),수입,20,368,20,368
Jul-23,302240000,I,터벗(신선 또는 냉장)(프세타 맥시마),수입,0,0,43,580
Jul-23,302340000,I,눈다랑어(터너스오베서스/신선/냉장),수입,58,1881,164,3406
Jul-23,302351000,I,대서양 참다랑어(터너스 터너스),수입,10643,369887,71435,2398580
Jul-23,302352000,I,태평양 참다랑어(신선 또는 냉장)(터너스 오리엔탈리스),수입,384,10152,3895,98667
Jul-23,302420000,I,멸치(신선 또는 냉장)(엔그라울리스종),수입,0,0,3,47
Jul-23,302440000,I,고등어(신선 또는 냉장)(스콤버-스콤브루스/오스트랄시쿠스/자포니쿠스)),수입,0,0,2488,6245
Jul-23,302450000,I,전갱이(신선 또는 냉장)(트라커러스종),수입,0,0,165,3880
Jul-23,302510000,I,대구(신선 또는 냉장)(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수입,51,582,314412,619234
Jul-23,302550000,I,명태(신선 또는 냉장)(테라그라 찰코그라마),수입,34956,97715,992179,2583288
Jul-23,302590000,I,기타 대구(신선 또는 냉장),수입,0,0,1,1
Jul-23,302790000,I,기타(신선 또는 냉장)(틸라피아/메기/잉어/뱀장어 외 기타),수입,0,0,1,34
Jul-23,302820000,I,가오리와 홍어(라지대과)(신선 또는 냉장),수입,38625,174285,783952,4105340
Jul-23,302840000,I,농어(냉동)(디센트라르쿠스종),수입,1554,32797,10791,225432
Jul-23,302850000,I,돔(신선 또는 냉장)(스파리대과),수입,0,0,7133,38592
Jul-23,302891000,I,방어(신선 또는 냉장),수입,650,13965,5124,113197
Jul-23,302892000,I,갈치(신선 또는 냉장),수입,11128,61984,167776,1332557
Jul-23,302896000,I,돔(신선 또는 냉장)(스파리대과를 제외한다),수입,0,0,931,18486
Jul-23,302899040,I,아귀(신선 또는 냉장),수입,0,0,71890,141797
Jul-23,302899090,I,기타(신선 또는 냉장)(삼치/복어/병어/아귀 외 기타),수입,1534,19809,34012,240717
Jul-23,302912000,I,어란(魚卵)ㆍ어백(魚白),수입,11,1725,62,6014
Jul-23,302990000,I,기타,수입,288,3267,1871,14735
Jul-23,303110000,I,소크아이 연어(홍연어/옹코링쿠스 넬카),수입,23,16,33434,179819
Jul-23,303120000,I,그 밖의 태평양 연어(옹코링쿠스 고르부스카/옹코링쿠스 케타/옹코링쿠스 차비차/옹코링쿠스 키수츠/옹코링쿠스 마소/옹코링쿠스 로두루스),수입,65940,451697,9904978,48712568
Jul-23,303130000,I,대서양연어(냉동)(살모 살라)와 다뉴브연어(후코 후코),수입,97185,859207,1269656,10576735
Jul-23,303230000,I,틸라피아(냉동)(오레오크로미스종),수입,54561,149255,493986,1306799
Jul-23,303240000,I,메기(냉동)(판가시우스종/실루러스종/클라리아스종/익타루러스종),수입,89135,241872,694437,1685016
Jul-23,303250000,I,잉어(사이프리너스 카르피오/카라시우스 카라시우스/크테노파린고돈 이델루스/하이포프탈미크티스종ㆍ시리누스종ㆍ마일로파린고돈 피세우스),수입,22283,64546,124695,338628
Jul-23,303260000,I,뱀장어(냉동)(앵귈라종),수입,23500,317260,23500,317260
Jul-23,303290000,I,연어(송어/ 대서양연어 등 이외 기타/냉동/피레트/ 어육제외),수입,9547,49280,34868,171324
Jul-23,303310000,I,넙치[레인하드티우스 히포글러소이데스/히포글러서스 히포글러서스/히포글러서스 스테노레피스),수입,41573,507194,274276,2298513
Jul-23,303320000,I,가자미(플루로넥테스 플라테사),수입,30122,28081,372805,411254
Jul-23,303330000,I,서대(간장/ 어란제외/냉동/피레트/ 어육제외),수입,76202,294399,282257,1289928
Jul-23,303391000,I,기타넙치류(냉동),수입,1435097,3322185,12569179,28737152
Jul-23,303399000,I,기타넙치류(냉동),수입,460574,1281517,2970225,9244307
Jul-23,303410000,I,날개다랑어 또는 긴지느러미다랑어(터너스알라룽가/냉동),수입,0,0,43409,144685
Jul-23,303420000,I,황다랑어(터너스 알바카레스/냉동),수입,390737,1104110,912001,3272679
Jul-23,303430000,I,가다랑어 또는 줄무늬버니토우(냉동),수입,1962,5565,605754,1109147
Jul-23,303440000,I,눈다랑어(냉동),수입,19778,59556,101435,425855
Jul-23,303451000,I,대서양 참다랑어(냉동)(터너스 티너스),수입,119089,1010324,564167,5358483
Jul-23,303452000,I,태평양 참다랑어(냉동)(터너스 오리엔탈리스),수입,1205,4308,58247,848393
Jul-23,303460000,I,남방참다랑어(터너스맥코이/냉동),수입,5428,25217,68268,701695
Jul-23,303490000,I,기타(냉동),수입,0,0,3033,7233
Jul-23,303510000,I,청어(클루페아 하렌구스/클루페아 팔라시),수입,1387089,1046274,17522076,12898984
Jul-23,303530000,I,정어리(냉동)(사르디나 필차르두스/사르디노프스종),수입,342105,252027,21839449,10676475
Jul-23,303540000,I,고등어(스콤버 스콤브루스/스콤버 오스트랄라시쿠스/스콤버 자포니쿠스),수입,1443024,3111298,36706546,79588993
Jul-23,303550000,I,전갱이(냉동)(트라커러스종),수입,347115,311673,874926,1259874
Jul-23,303570000,I,황새치(자이피어스글래디어스),수입,146781,809542,2715865,16758391
Jul-23,303591000,I,삼치[스콤버로모러스(Scomberomorus)종],수입,709985,1520522,939740,2207454
Jul-23,303592000,I,꽁치[콜로라비스 사이라(Cololabis saira)],수입,173714,475897,10216086,27191477
Jul-23,303599000,I,기타,수입,3612660,1828684,13802179,8677540
Jul-23,303630000,I,대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수입,1365770,3614356,12827907,43037741
Jul-23,303660000,I,민대구(냉동)(메루키우스종 등 2종),수입,0,0,100980,143940
Jul-23,303670000,I,명태(냉동)(테라그라 찰코그라마),수입,6153629,5701225,85460379,89078205
Jul-23,303680000,I,블루 화이팅스(마이크로메시스티우스 포우타소우/마이크로메시스티우스 오스트랄리스),수입,939255,501511,1320134,692387
Jul-23,303699000,I,기타(냉동)(새꼬리민태 외 기타),수입,2775,3609,245828,412424
Jul-23,303810000,I,곱상어와 기타 상어(냉동),수입,60245,247713,521668,2380240
Jul-23,303821000,I,가오리(냉동),수입,45446,179027,183252,600451
Jul-23,303822000,I,홍어(냉동),수입,572198,3010460,2133847,10653748
Jul-23,303830000,I,이빨고기(냉동)(디소스티쿠스종),수입,29220,407231,416069,7035028
Jul-23,303840000,I,농어(신선 또는 냉장)(디센트라르쿠스종),수입,36,388,491,3834
Jul-23,303891000,I,은대구(냉동),수입,20230,221490,132812,1559348
Jul-23,303892000,I,갈치(냉동),수입,600184,2261712,8401073,27552459
Jul-23,303893010,I,옥돔(냉동)(브랜치오스테거스 자포니커스),수입,1664,5013,273784,1325939
Jul-23,303893020,I,옥두어(냉동)(브랜치오스테거스 알부스),수입,0,0,237951,1169292
Jul-23,303893090,I,돔(냉동)(기타),수입,25176,104352,594560,2235844
Jul-23,303895010,I,조기(냉동),수입,245508,1209723,2466507,10490489
Jul-23,303895020,I,조기(냉동),수입,437820,1951803,5525189,25046620
Jul-23,303895090,I,조기(냉동),수입,10200,49228,310496,1340316
Jul-23,303898000,I,복어(냉동),수입,254808,572375,2919693,7366332
Jul-23,303899010,I,보리멸(냉동),수입,100,2255,100,2255
Jul-23,303899020,I,홍살치(냉동),수입,0,0,2100,34650
Jul-23,303899040,I,임연수어(냉동),수입,277925,664223,6407534,14810763
Jul-23,303899050,I,볼낙(냉동)(적어를 포함한다),수입,1139603,2360571,7426160,16405355
Jul-23,303899060,I,아귀(냉동),수입,1130440,2321526,18166115,32401135
Jul-23,303899070,I,먹장어(냉동)(대서양 또는 태평양),수입,169450,560086,921222,3105639
Jul-23,303899080,I,밀크피쉬(냉동),수입,158904,270486,681708,1143900
Jul-23,303899091,I,민어(냉동),수입,1178990,6125084,8382952,41034646
Jul-23,303899092,I,까나리(냉동),수입,2104962,1202267,14284808,8527025
Jul-23,303899099,I,기타어류(냉동),수입,3353618,6145105,17230883,34206771
Jul-23,303911000,I,간,수입,0,0,600,1103
Jul-23,303912010,I,명란,수입,1083732,6687208,9827706,66934635
Jul-23,303912090,I,기타,수입,591481,2107404,11519129,42257562
Jul-23,303990000,I,기타,수입,328775,1370237,2822737,11160359
Jul-23,304390000,I,기타(신선 또는 냉장한 피레트),수입,0,0,3,91
Jul-23,304410000,I,태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소//로두루스/ 대서양 연어(살모 살라/다뉴브 연어),수입,492743,9739684,3710439,78334553
Jul-23,304420000,I,송어(살모 트루타/옹코링쿠스-미키스/ 클라키/아구아보니타/길래/아파케/ 크리소가스터),수입,2963,73273,16967,414819
Jul-23,304431000,I,가자미(신선 또는 냉장한 피레트),수입,0,0,25,760
Jul-23,304439000,I,넙치류 기타(신선 또는 냉장),수입,1,43,1,43
Jul-23,304492000,I,참다랑어(신선 또는 냉장한 피레트),수입,801,40073,6788,350344
Jul-23,304499000,I,기타(신선 또는 냉장한 피레트),수입,426,20572,798,36958
Jul-23,304520000,I,연어과(연육/ 기타),수입,0,0,29,91
Jul-23,304599090,I,기타(연육 외 기타)(기타/신선 또는 냉장한 것),수입,4,140,18,385
Jul-23,304610000,I,틸라피아(냉동한 피레트)(오레오크로미스종),수입,42060,443709,302759,3125504
Jul-23,304620000,I,메기(냉동한 피레트)(판가시우스종/실루러스종/클라리아스종/익타루러스종),수입,67200,240982,681498,2953894
Jul-23,304690000,I,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 기타(냉동한 피레트),수입,16710,223641,140281,2112812
Jul-23,304710000,I,대구(가두스 모르화/가두스 오각/가두스 마크로세팔루스),수입,64412,479783,529548,3873311
Jul-23,304740000,I,민대구(냉동한 피레트)(메루키우스종ㆍ유르피키스종),수입,14,297,98435,229762
Jul-23,304750000,I,명태(냉동한 피레트)(테라그라 찰코그라마),수입,1444590,4273559,11404402,33938407
Jul-23,304790000,I,브레그마세로티대과외6종무리에놀레피디대과어류의(냉동한피레트),수입,5,180,44445,229931
Jul-23,304810000,I,태평양 연어(옹코링쿠스 -넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/다뉴브 연어(후코 후코)),수입,251983,2384119,1212109,12152074
Jul-23,304820000,I,송어(살모 트루타/옹코링쿠스-미키스/클라키/아구아보니타/길래/아파케/크리소가스터),수입,0,0,20,220
Jul-23,304831000,I,가자미(냉동한 피레트),수입,105455,666873,1275432,7226830
Jul-23,304839000,I,넙치류 기타(냉동한 피레트),수입,355,2521,33005,118649
Jul-23,304840000,I,황새치(냉동한 피레트)(자이피어스 글래디어스),수입,12077,202401,69749,1313253
Jul-23,304850000,I,이빨고기(냉동한 피레트)(디소스티쿠스종),수입,50,3694,2912,58339
Jul-23,304860000,I,청어(냉동한 피레트)(클루페아 하렌구스 /클루페아팔라시),수입,22000,46200,27608,56765
Jul-23,304871000,I,참다랑어(냉동한 피레트),수입,105338,3686112,5781718,221827832
Jul-23,304879000,I,다랑어 기타(냉동한 피레트),수입,76813,659207,575104,5026751
Jul-23,304881000,I,곱상어/ 그 밖의 상어,수입,0,0,13999,34996
Jul-23,304889000,I,곱상어/ 그 밖의 상어/ 가오리와 홍어(라지대과) 냉동 피레트-곱상어/ 그 밖의 상어 제외,수입,0,0,12000,48242
Jul-23,304891000,I,붕장어의 것(냉동한 피레트),수입,65802,419947,789655,4478332
Jul-23,304893000,I,틸라피아(냉동한 피레트)(오레오크로미스종은 제외한다)의 것,수입,0,0,1250,38284
Jul-23,304894000,I,쥐치의 것(냉동한 피레트),수입,4,642,50554,293169
Jul-23,304895000,I,고등어의것(냉동한 것),수입,495211,2525209,3236741,16624286
Jul-23,304899000,I,기타어류의 기타(냉동한 피레트),수입,317089,1474125,2310139,11062494
Jul-23,304941000,I,명태 냉동연육,수입,1598800,5359192,11062740,36898039
Jul-23,304949000,I,명태 냉동연육 외 기타,수입,52366,64578,1681454,1243594
Jul-23,304951000,I,브레그마세로티대과외6종무리에놀레피디대과어류(냉동연옥),수입,0,0,20,164
Jul-23,304991000,I,기타 냉동연육,수입,5816640,9710315,56005194,93134003
Jul-23,304999000,I,기타 냉동연육 외 기타,수입,41369,110618,515197,1388729
Jul-23,305201000,I,어류간장(건조/훈제/염장),수입,0,0,41,327
Jul-23,305202000,I,어란(건조),수입,3,47,198,19662
Jul-23,305203000,I,어란(훈제),수입,0,0,4,151
Jul-23,305204010,I,어란(명태/염장/염수장),수입,0,0,9,204
Jul-23,305204020,I,어란(조기/염장/염수장),수입,0,0,0,29
Jul-23,305204030,I,어란(청어/염장/염수장),수입,0,0,104,4575
Jul-23,305204090,I,어란(명태/ 조기/ 청어이외 기타/염장/ 염수장),수입,8424,140485,32084,509321
Jul-23,305311000,I,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것,수입,303,4031,3917,50801
Jul-23,305312000,I,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 염장.염수장한 것,수입,0,0,0,20
Jul-23,305321000,I,브레그마세로티대과외6종무리에놀레피디대과어류 건조한것,수입,28001,302508,138326,1628284
Jul-23,305322000,I,브레그마세로티대과외6종무리에놀레피디대과어류(염장 또는 염수장한것),수입,0,0,1,3
Jul-23,305391000,I,기타어류의 피레트(건조한것),수입,0,0,124,1797
Jul-23,305392000,I,기타어류의 피레트(염장 또는 염수장한 것),수입,1,15,172,1120
Jul-23,305410000,I,태평양 연어(옹코링쿠스- 넬카/고르부스카/케타/차비차/키수츠/마소/로두루스)/ 대서양 연어(살모 살라)/ 다뉴브 연어(후코 후코)),수입,2423,99417,35284,1110778
Jul-23,305430000,I,송어(훈제한 어류),수입,0,0,15,45
Jul-23,305440000,I,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 훈제한 것,수입,0,0,3820,8993
Jul-23,305491000,I,멸치(훈제/피레트포함),수입,6,44,476,2216
Jul-23,305492000,I,명태(훈제/피레트포함),수입,4,1,44,1054
Jul-23,305499000,I,어류(연어/ 청어/ 멸치/ 명태이외 기타/훈제/피레트 포함),수입,92555,873054,775657,7504102
Jul-23,305510000,I,대구(건조/염장불문/훈제제외),수입,13200,133687,93738,1003669
Jul-23,305520000,I,틸라피아[오레오크로미스(Oreochromis)종]/ 메기[판가시우스(Pangasius)종ㆍ실루러스(Silurus)종ㆍ클라리아스(Clarias)종ㆍ익타루러스(Ictalurus)종]/ 잉어[사이,수입,0,0,6142,53536
Jul-23,305531000,I,기타 어류(건조),수입,712194,8151896,3899395,44022394
Jul-23,305539000,I,기타 어류(건조),수입,0,3,3,46
Jul-23,305541000,I,멸치[엔그라울리스(Engraulis)종],수입,2059,9888,47900,273812
Jul-23,305549000,I,기타,수입,3241,15050,39765,235557
Jul-23,305594000,I,조기(건조/염장불문/훈제제외),수입,0,0,26,504
Jul-23,305595000,I,복어(건조/염장불문/훈제제외),수입,0,0,8,35
Jul-23,305596000,I,갯장어(건조/염장불문/훈제제외),수입,0,0,7,61
Jul-23,305599000,I,어류(대구/상어지느러미/멸치/명태/조기등외기타건조/훈제제외),수입,79178,328891,883501,3976945
Jul-23,305631000,I,멸치젓(염장/염수장),수입,30,334,378,5184
Jul-23,305639000,I,멸치(멸치젓 이외 기타/염장/ 염수장),수입,31,306,33,346
Jul-23,305640000,I,틸라피아/메기/잉어/뱀장어/나일퍼치 종의 건조한 것,수입,0,0,10807,38016
Jul-23,305692000,I,송어(염장/염수장),수입,60,1745,180,5381
Jul-23,305694000,I,정어리(염장/염수장),수입,0,0,107,897
Jul-23,305695000,I,고등어(염장/염수장),수입,1543,18685,1814,20966
Jul-23,305699000,I,어류(청어/대구/연어/송어/갈치/정어리/고등어 등 이외),수입,2371,26130,31427,174756
Jul-23,305711000,I,상어 지느러미(훈제한 것),수입,0,0,24,96
Jul-23,305712000,I,상어 지느러미(건조한 것),수입,141,72445,362,136878
